00:24:42.822555 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2185132077:2185132136, ack 1026504673, win 502, options [nop,nop,TS val 3545655208 ecr 2573985033], length 59
00:24:43.252443 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 236:295, ack 493, win 502, options [nop,nop,TS val 3545655638 ecr 2573985463], length 59

00:24:43.252651 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 493:616, ack 295, win 509, options [nop,nop,TS val 2573985563 ecr 3545655638], length 123

00:24:43.252674 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 616, win 502, options [nop,nop,TS val 3545655638 ecr 2573985563], length 0

00:24:43.256842 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 236:295, ack 493, win 502, options [nop,nop,TS val 3545655642 ecr 2573985467], length 59

00:24:43.257154 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 493:616, ack 295, win 509, options [nop,nop,TS val 2573985567 ecr 3545655642], length 123

00:24:43.257177 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 616, win 502, options [nop,nop,TS val 3545655643 ecr 2573985567], length 0

00:24:43.262385 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 236:295, ack 493, win 502, options [nop,nop,TS val 3545655648 ecr 2573985473], length 59

00:24:43.262705 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 493:616, ack 295, win 509, options [nop,nop,TS val 2573985573 ecr 3545655648], length 123

00:24:43.262725 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 616, win 502, options [nop,nop,TS val 3545655648 ecr 2573985573], length 0

00:24:43.266850 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 236:295, ack 493, win 502, options [nop,nop,TS val 3545655652 ecr 2573985478], length 59

00:24:43.267165 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 493:616, ack 295, win 509, options [nop,nop,TS val 2573985577 ecr 3545655652], length 123

00:24:43.267187 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 616, win 502, options [nop,nop,TS val 3545655653 ecr 2573985577], length 0

00:24:43.296067 IP boss.utah.cloudlab.us.domain > amd256.utah.cloudlab.us.53792: 26871* 1/0/1 PTR amd261.utah.cloudlab.us. (94)

00:24:43.322356 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655708 ecr 2573985533], length 59

00:24:43.322670 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985633 ecr 3545655708], length 123

00:24:43.322691 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655708 ecr 2573985633], length 0

00:24:43.327802 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655713 ecr 2573985539], length 59

00:24:43.327983 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985638 ecr 3545655713], length 123

00:24:43.327996 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655713 ecr 2573985638], length 0

00:24:43.332100 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655718 ecr 2573985542], length 59

00:24:43.332282 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985643 ecr 3545655718], length 123

00:24:43.332293 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655718 ecr 2573985643], length 0

00:24:43.337418 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655723 ecr 2573985548], length 59

00:24:43.337611 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985648 ecr 3545655723], length 123

00:24:43.337633 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655723 ecr 2573985648], length 0

00:24:43.341797 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655727 ecr 2573985553], length 59

00:24:43.342105 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985652 ecr 3545655727], length 123

00:24:43.342127 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655728 ecr 2573985652], length 0

00:24:43.347272 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655733 ecr 2573985559], length 59

00:24:43.347810 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985658 ecr 3545655733], length 123

00:24:43.347834 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655733 ecr 2573985658], length 0

00:24:43.351993 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655737 ecr 2573985563], length 59

00:24:43.352322 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985663 ecr 3545655737], length 123

00:24:43.352347 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655738 ecr 2573985663], length 0

00:24:43.356577 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655742 ecr 2573985567], length 59

00:24:43.356914 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985667 ecr 3545655742], length 123

00:24:43.356935 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655742 ecr 2573985667], length 0

00:24:43.362084 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655748 ecr 2573985573], length 59

00:24:43.362507 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985673 ecr 3545655748], length 123

00:24:43.362528 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655748 ecr 2573985673], length 0

00:24:43.366792 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 295:354, ack 616, win 502, options [nop,nop,TS val 3545655752 ecr 2573985577], length 59

00:24:43.367100 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 616:739, ack 354, win 509, options [nop,nop,TS val 2573985677 ecr 3545655752], length 123

00:24:43.367125 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 739, win 502, options [nop,nop,TS val 3545655753 ecr 2573985677], length 0

00:24:43.422309 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655808 ecr 2573985633], length 59

00:24:43.422617 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985733 ecr 3545655808], length 123

00:24:43.422638 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655808 ecr 2573985733], length 0

00:24:43.427757 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655813 ecr 2573985638], length 59

00:24:43.428066 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985738 ecr 3545655813], length 123

00:24:43.428091 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655814 ecr 2573985738], length 0

00:24:43.432213 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655818 ecr 2573985643], length 59

00:24:43.432509 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985743 ecr 3545655818], length 123

00:24:43.432520 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655818 ecr 2573985743], length 0

00:24:43.437750 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655823 ecr 2573985648], length 59

00:24:43.438059 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985748 ecr 3545655823], length 123

00:24:43.438082 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655824 ecr 2573985748], length 0

00:24:43.442257 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655828 ecr 2573985652], length 59

00:24:43.442563 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985753 ecr 3545655828], length 123

00:24:43.442585 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655828 ecr 2573985753], length 0

00:24:43.447703 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655833 ecr 2573985658], length 59

00:24:43.448021 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985758 ecr 3545655833], length 123

00:24:43.448047 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655833 ecr 2573985758], length 0

00:24:43.452222 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655838 ecr 2573985663], length 59

00:24:43.452547 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985763 ecr 3545655838], length 123

00:24:43.452571 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655838 ecr 2573985763], length 0

00:24:43.456798 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655842 ecr 2573985667], length 59

00:24:43.457104 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985767 ecr 3545655842], length 123

00:24:43.457118 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655843 ecr 2573985767], length 0

00:24:43.462297 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655848 ecr 2573985673], length 59

00:24:43.462598 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985773 ecr 3545655848], length 123

00:24:43.462619 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655848 ecr 2573985773], length 0

00:24:43.466848 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 354:413, ack 739, win 502, options [nop,nop,TS val 3545655852 ecr 2573985677], length 59

00:24:43.467238 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 739:862, ack 413, win 509, options [nop,nop,TS val 2573985777 ecr 3545655852], length 123

00:24:43.467259 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 862, win 502, options [nop,nop,TS val 3545655853 ecr 2573985777], length 0

00:24:43.522530 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655908 ecr 2573985733], length 59

00:24:43.522852 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985833 ecr 3545655908], length 123

00:24:43.522874 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655908 ecr 2573985833], length 0

00:24:43.527993 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655913 ecr 2573985738], length 59

00:24:43.528297 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985839 ecr 3545655913], length 123

00:24:43.528318 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655914 ecr 2573985839], length 0

00:24:43.532510 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655918 ecr 2573985743], length 59

00:24:43.532926 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54540: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985843 ecr 3545655918], length 123

00:24:43.532938 IP amd256.utah.cloudlab.us.54540 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655918 ecr 2573985843], length 0

00:24:43.538169 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655924 ecr 2573985748], length 59

00:24:43.538459 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54542: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985849 ecr 3545655924], length 123

00:24:43.538481 IP amd256.utah.cloudlab.us.54542 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655924 ecr 2573985849], length 0

00:24:43.541752 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655927 ecr 2573985753], length 59

00:24:43.542076 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54544: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985852 ecr 3545655927], length 123

00:24:43.542096 IP amd256.utah.cloudlab.us.54544 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655928 ecr 2573985852], length 0

00:24:43.547203 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655933 ecr 2573985758], length 59

00:24:43.547620 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54550: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985858 ecr 3545655933], length 123

00:24:43.547642 IP amd256.utah.cloudlab.us.54550 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655933 ecr 2573985858], length 0

00:24:43.552781 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655938 ecr 2573985763], length 59

00:24:43.553100 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54560: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985863 ecr 3545655938], length 123

00:24:43.553121 IP amd256.utah.cloudlab.us.54560 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655939 ecr 2573985863], length 0

00:24:43.556242 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655942 ecr 2573985767], length 59

00:24:43.556657 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54576: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985867 ecr 3545655942], length 123

00:24:43.556679 IP amd256.utah.cloudlab.us.54576 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655942 ecr 2573985867], length 0

00:24:43.561923 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655947 ecr 2573985773], length 59

00:24:43.562323 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54590: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985873 ecr 3545655947], length 123

00:24:43.562344 IP amd256.utah.cloudlab.us.54590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655948 ecr 2573985873], length 0

00:24:43.566515 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 413:472, ack 862, win 502, options [nop,nop,TS val 3545655952 ecr 2573985777], length 59

00:24:43.566841 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54606: Flags [P.], seq 862:985, ack 472, win 509, options [nop,nop,TS val 2573985877 ecr 3545655952], length 123

00:24:43.566862 IP amd256.utah.cloudlab.us.54606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 985, win 502, options [nop,nop,TS val 3545655952 ecr 2573985877], length 0

00:24:43.623135 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 472:531, ack 985, win 502, options [nop,nop,TS val 3545656009 ecr 2573985833], length 59

00:24:43.623440 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54530: Flags [P.], seq 985:1108, ack 531, win 509, options [nop,nop,TS val 2573985934 ecr 3545656009], length 123

00:24:43.623465 IP amd256.utah.cloudlab.us.54530 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1108, win 502, options [nop,nop,TS val 3545656009 ecr 2573985934], length 0

00:24:43.627601 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 472:531, ack 985, win 502, options [nop,nop,TS val 3545656013 ecr 2573985839], length 59

00:24:43.627912 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.54532: Flags [P.], seq 985:1108, ack 531, win 509, options [nop,nop,TS val 2573985938 ecr 3545656013], length 123

00:24:43.627933 IP amd256.utah.cloudlab.us.54532 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1108, win 502, options [nop,nop,TS val 3545656013 ecr 2573985938], length 0
