18:48:47.547138 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3259805872, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547148 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3219918883, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547147 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [S], seq 4190752465, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547209 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [S.], seq 3992707473, ack 4190752466, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547242 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547251 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [S.], seq 1055433407, ack 3219918884, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [S.], seq 671683761, ack 3259805873, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547283 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547286 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547287 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 59
18:48:47.987718 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39858: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630298 ecr 3698300373], length 123

18:48:47.987743 IP amd256.utah.cloudlab.us.39846 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300373 ecr 2726630298], length 0

18:48:47.987743 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300373 ecr 2726630298], length 0

18:48:47.987952 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 915997921:915997980, ack 1203851123, win 502, options [nop,nop,TS val 3698300373 ecr 2726629818], length 59

18:48:47.988039 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2750512496:2750512555, ack 3027213783, win 502, options [nop,nop,TS val 3698300373 ecr 2726629819], length 59

18:48:47.988046 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 4269312386:4269312445, ack 3087448445, win 502, options [nop,nop,TS val 3698300373 ecr 2726629819], length 59

18:48:47.988238 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2278638816:2278638875, ack 3056379304, win 502, options [nop,nop,TS val 3698300374 ecr 2726629819], length 59

18:48:47.988239 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3372178529:3372178588, ack 906451815, win 502, options [nop,nop,TS val 3698300374 ecr 2726629819], length 59

18:48:47.988257 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 3114699909:3114699968, ack 1000711259, win 502, options [nop,nop,TS val 3698300374 ecr 2726629819], length 59

18:48:47.988260 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39864: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630299 ecr 3698300373], length 123

18:48:47.988273 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39876: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630299 ecr 3698300373], length 123

18:48:47.988276 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300374 ecr 2726630299], length 0

18:48:47.988284 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300374 ecr 2726630299], length 0

18:48:47.988289 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1551616322:1551616381, ack 4002346300, win 502, options [nop,nop,TS val 3698300374 ecr 2726629819], length 59

18:48:47.988303 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39890: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630299 ecr 3698300373], length 123

18:48:47.988319 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300374 ecr 2726630299], length 0

18:48:47.988366 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39904: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630299 ecr 3698300374], length 123

18:48:47.988379 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300374 ecr 2726630299], length 0

18:48:47.988393 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39932: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630299 ecr 3698300374], length 123

18:48:47.988395 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39938: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630299 ecr 3698300374], length 123

18:48:47.988406 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300374 ecr 2726630299], length 0

18:48:47.988408 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300374 ecr 2726630299], length 0

18:48:47.988417 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39918: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630299 ecr 3698300374], length 123

18:48:47.988429 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300374 ecr 2726630299], length 0

18:48:47.988949 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2026344859:2026344918, ack 3969916775, win 502, options [nop,nop,TS val 3698300374 ecr 2726629820], length 59

18:48:47.989092 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39946: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630300 ecr 3698300374], length 123

18:48:47.989106 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300375 ecr 2726630300], length 0

18:48:47.989122 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 60:119, ack 124, win 502, options [nop,nop,TS val 3698300375 ecr 2726629858], length 59

18:48:47.989245 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [P.], seq 124:247, ack 119, win 509, options [nop,nop,TS val 2726630300 ecr 3698300375], length 123

18:48:47.989258 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300375 ecr 2726630300], length 0

18:48:47.989327 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1904488542:1904488601, ack 2072770112, win 502, options [nop,nop,TS val 3698300375 ecr 2726629819], length 59

18:48:47.989446 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39940: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726630300 ecr 3698300375], length 123

18:48:47.989468 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698300375 ecr 2726630300], length 0

18:48:47.989864 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 60:119, ack 124, win 502, options [nop,nop,TS val 3698300375 ecr 2726629858], length 59

18:48:47.989944 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 60:119, ack 124, win 502, options [nop,nop,TS val 3698300375 ecr 2726629858], length 59

18:48:47.989992 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [P.], seq 124:247, ack 119, win 509, options [nop,nop,TS val 2726630301 ecr 3698300375], length 123

18:48:47.990004 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300375 ecr 2726630301], length 0

18:48:47.990023 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [P.], seq 124:247, ack 119, win 509, options [nop,nop,TS val 2726630301 ecr 3698300375], length 123

18:48:47.990036 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300375 ecr 2726630301], length 0

18:48:48.457832 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300843 ecr 2726630289], length 59

18:48:48.457856 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300843 ecr 2726630289], length 59

18:48:48.457889 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300843 ecr 2726630289], length 59

18:48:48.457951 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300843 ecr 2726630290], length 59

18:48:48.457997 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300843 ecr 2726630289], length 59

18:48:48.458135 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39658: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300843], length 123

18:48:48.458150 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458170 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39634: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300843], length 123

18:48:48.458192 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458214 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630290], length 59

18:48:48.458216 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39644: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300843], length 123

18:48:48.458236 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458250 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39618: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300843], length 123

18:48:48.458272 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458294 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630289], length 59

18:48:48.458296 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630289], length 59

18:48:48.458311 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630289], length 59

18:48:48.458464 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39562: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300844], length 123

18:48:48.458479 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458553 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630290], length 59

18:48:48.458602 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39574: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300844], length 123

18:48:48.458603 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39590: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300844], length 123

18:48:48.458604 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39606: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300844], length 123

18:48:48.458605 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39624: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300843], length 123

18:48:48.458624 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458624 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458625 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458627 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458636 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630290], length 59

18:48:48.458639 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630290], length 59

18:48:48.458665 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39686: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300844], length 123

18:48:48.458683 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458772 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39706: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300844], length 123

18:48:48.458787 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630290], length 59

18:48:48.458788 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458803 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39700: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630769 ecr 3698300844], length 123

18:48:48.458812 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630769], length 0

18:48:48.458913 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39710: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630770 ecr 3698300844], length 123

18:48:48.458926 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300844 ecr 2726630770], length 0

18:48:48.458944 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630289], length 59

18:48:48.458947 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630290], length 59

18:48:48.459000 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300844 ecr 2726630290], length 59

18:48:48.459253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39714: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630770 ecr 3698300844], length 123

18:48:48.459253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39666: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630770 ecr 3698300844], length 123

18:48:48.459253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39682: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630770 ecr 3698300844], length 123

18:48:48.459265 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300845 ecr 2726630770], length 0

18:48:48.459267 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300845 ecr 2726630770], length 0

18:48:48.459277 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300845 ecr 2726630770], length 0

18:48:48.461703 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300847 ecr 2726630292], length 59

18:48:48.461764 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300847 ecr 2726630293], length 59

18:48:48.461780 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300847 ecr 2726630293], length 59

18:48:48.461890 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39716: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630773 ecr 3698300847], length 123

18:48:48.461914 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300847 ecr 2726630773], length 0

18:48:48.461938 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39718: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630773 ecr 3698300847], length 123

18:48:48.461953 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300847 ecr 2726630773], length 0

18:48:48.461979 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39722: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630773 ecr 3698300847], length 123

18:48:48.462000 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300847 ecr 2726630773], length 0

18:48:48.462734 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300848 ecr 2726630294], length 59

18:48:48.462757 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300848 ecr 2726630294], length 59

18:48:48.462760 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300848 ecr 2726630294], length 59

18:48:48.462935 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39736: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300848], length 123

18:48:48.462956 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300848 ecr 2726630774], length 0

18:48:48.462956 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39742: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300848], length 123

18:48:48.462965 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39748: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300848], length 123

18:48:48.462976 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300848 ecr 2726630774], length 0

18:48:48.462987 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300848 ecr 2726630774], length 0

18:48:48.463252 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630294], length 59

18:48:48.463323 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630294], length 59

18:48:48.463376 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39784: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300849], length 123

18:48:48.463380 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630294], length 59

18:48:48.463397 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300849 ecr 2726630774], length 0

18:48:48.463397 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630294], length 59

18:48:48.463403 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39794: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300849], length 123

18:48:48.463424 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300849 ecr 2726630774], length 0

18:48:48.463475 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39770: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300849], length 123

18:48:48.463496 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300849 ecr 2726630774], length 0

18:48:48.463496 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39764: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300849], length 123

18:48:48.463517 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300849 ecr 2726630774], length 0

18:48:48.463705 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630294], length 59

18:48:48.463799 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630294], length 59

18:48:48.463813 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39790: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630774 ecr 3698300849], length 123

18:48:48.463825 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300849 ecr 2726630774], length 0

18:48:48.463908 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39808: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630775 ecr 3698300849], length 123

18:48:48.463921 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698300849 ecr 2726630775], length 0

18:48:48.463921 IP amd256.utah.cloudlab.us.39810 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630294], length 59

18:48:48.463926 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698300849 ecr 2726630295], length 59

18:48:48.464058 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39812: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726630775 ecr 3698300849], length 123
