18:44:27.876614 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1639087334:1639087393, ack 588185414, win 502, options [nop,nop,TS val 3698040262 ecr 2726369707], length 59
18:44:27.901871 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2560807127:2560807186, ack 2030422525, win 502, options [nop,nop,TS val 3698040287 ecr 2726369732], length 59

18:44:27.901995 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41038: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726370213 ecr 3698040287], length 123

18:44:27.902016 IP amd256.utah.cloudlab.us.41038 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698040287 ecr 2726370213], length 0

18:44:27.902036 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41020: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726370213 ecr 3698040287], length 123

18:44:27.902057 IP amd256.utah.cloudlab.us.41020 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698040288 ecr 2726370213], length 0

18:44:27.902687 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 2608200991:2608201050, ack 2833137890, win 502, options [nop,nop,TS val 3698040288 ecr 2726369733], length 59

18:44:27.902802 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.41054: Flags [P.], seq 1:124, ack 59, win 509, options [nop,nop,TS val 2726370213 ecr 3698040288], length 123

18:44:27.902814 IP amd256.utah.cloudlab.us.41054 > amd261.utah.cloudlab.us.8000: Flags [.], ack 124, win 502, options [nop,nop,TS val 3698040288 ecr 2726370213], length 0

18:44:28.356108 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040742 ecr 2726370188], length 59

18:44:28.356525 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40622: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370667 ecr 3698040742], length 123

18:44:28.356546 IP amd256.utah.cloudlab.us.40622 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040742 ecr 2726370667], length 0

18:44:28.356569 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040742 ecr 2726370188], length 59

18:44:28.356875 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40654: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370667 ecr 3698040742], length 123

18:44:28.356897 IP amd256.utah.cloudlab.us.40654 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040742 ecr 2726370667], length 0

18:44:28.356905 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040742 ecr 2726370188], length 59

18:44:28.357024 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040742 ecr 2726370188], length 59

18:44:28.357032 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040742 ecr 2726370188], length 59

18:44:28.357099 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40648: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370668 ecr 3698040742], length 123

18:44:28.357124 IP amd256.utah.cloudlab.us.40648 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040743 ecr 2726370668], length 0

18:44:28.357147 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40644: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370668 ecr 3698040742], length 123

18:44:28.357172 IP amd256.utah.cloudlab.us.40644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040743 ecr 2726370668], length 0

18:44:28.357192 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40636: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370668 ecr 3698040742], length 123

18:44:28.357204 IP amd256.utah.cloudlab.us.40636 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040743 ecr 2726370668], length 0

18:44:28.357625 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040743 ecr 2726370188], length 59

18:44:28.357880 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40672: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370668 ecr 3698040743], length 123

18:44:28.357901 IP amd256.utah.cloudlab.us.40672 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040743 ecr 2726370668], length 0

18:44:28.357982 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040743 ecr 2726370188], length 59

18:44:28.358086 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40666: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370669 ecr 3698040743], length 123

18:44:28.358099 IP amd256.utah.cloudlab.us.40666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040744 ecr 2726370669], length 0

18:44:28.358346 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040744 ecr 2726370188], length 59

18:44:28.358580 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40682: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370669 ecr 3698040744], length 123

18:44:28.358593 IP amd256.utah.cloudlab.us.40682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040744 ecr 2726370669], length 0

18:44:28.360318 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040746 ecr 2726370191], length 59

18:44:28.360559 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40690: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370671 ecr 3698040746], length 123

18:44:28.360571 IP amd256.utah.cloudlab.us.40690 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040746 ecr 2726370671], length 0

18:44:28.360683 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040746 ecr 2726370192], length 59

18:44:28.360814 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40700: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370671 ecr 3698040746], length 123

18:44:28.360827 IP amd256.utah.cloudlab.us.40700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040746 ecr 2726370671], length 0

18:44:28.361312 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040747 ecr 2726370192], length 59

18:44:28.361390 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040747 ecr 2726370192], length 59

18:44:28.361611 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40716: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370672 ecr 3698040747], length 123

18:44:28.361612 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40702: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370672 ecr 3698040747], length 123

18:44:28.361632 IP amd256.utah.cloudlab.us.40716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040747 ecr 2726370672], length 0

18:44:28.361633 IP amd256.utah.cloudlab.us.40702 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040747 ecr 2726370672], length 0

18:44:28.362128 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040748 ecr 2726370193], length 59

18:44:28.362244 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040748 ecr 2726370193], length 59

18:44:28.362312 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40728: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370673 ecr 3698040748], length 123

18:44:28.362334 IP amd256.utah.cloudlab.us.40728 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040748 ecr 2726370673], length 0

18:44:28.362406 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40734: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370673 ecr 3698040748], length 123

18:44:28.362428 IP amd256.utah.cloudlab.us.40734 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040748 ecr 2726370673], length 0

18:44:28.362736 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040748 ecr 2726370193], length 59

18:44:28.362875 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40740: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370674 ecr 3698040748], length 123

18:44:28.362896 IP amd256.utah.cloudlab.us.40740 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040748 ecr 2726370674], length 0

18:44:28.363080 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040749 ecr 2726370193], length 59

18:44:28.363436 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40746: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370674 ecr 3698040749], length 123

18:44:28.363448 IP amd256.utah.cloudlab.us.40746 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040749 ecr 2726370674], length 0

18:44:28.366658 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040752 ecr 2726370198], length 59

18:44:28.366710 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040752 ecr 2726370198], length 59

18:44:28.366773 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040752 ecr 2726370198], length 59

18:44:28.366774 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040752 ecr 2726370198], length 59

18:44:28.366964 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040752 ecr 2726370198], length 59

18:44:28.366987 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40754: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370678 ecr 3698040752], length 123

18:44:28.367006 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40766: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370678 ecr 3698040752], length 123

18:44:28.367008 IP amd256.utah.cloudlab.us.40754 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040752 ecr 2726370678], length 0

18:44:28.367026 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40794: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370678 ecr 3698040752], length 123

18:44:28.367029 IP amd256.utah.cloudlab.us.40766 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040752 ecr 2726370678], length 0

18:44:28.367037 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40752: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370678 ecr 3698040752], length 123

18:44:28.367050 IP amd256.utah.cloudlab.us.40794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040752 ecr 2726370678], length 0

18:44:28.367063 IP amd256.utah.cloudlab.us.40752 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040753 ecr 2726370678], length 0

18:44:28.367254 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40764: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370678 ecr 3698040752], length 123

18:44:28.367276 IP amd256.utah.cloudlab.us.40764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040753 ecr 2726370678], length 0

18:44:28.367485 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040753 ecr 2726370198], length 59

18:44:28.367595 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040753 ecr 2726370198], length 59

18:44:28.367664 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40784: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370678 ecr 3698040753], length 123

18:44:28.367685 IP amd256.utah.cloudlab.us.40784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040753 ecr 2726370678], length 0

18:44:28.367708 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40798: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370678 ecr 3698040753], length 123

18:44:28.367729 IP amd256.utah.cloudlab.us.40798 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040753 ecr 2726370678], length 0

18:44:28.368019 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040753 ecr 2726370198], length 59

18:44:28.368303 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40800: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370679 ecr 3698040753], length 123

18:44:28.368327 IP amd256.utah.cloudlab.us.40800 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040754 ecr 2726370679], length 0

18:44:28.370217 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040756 ecr 2726370201], length 59

18:44:28.370400 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40812: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370681 ecr 3698040756], length 123

18:44:28.370425 IP amd256.utah.cloudlab.us.40812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040756 ecr 2726370681], length 0

18:44:28.370457 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040756 ecr 2726370201], length 59

18:44:28.370583 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40824: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370681 ecr 3698040756], length 123

18:44:28.370605 IP amd256.utah.cloudlab.us.40824 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040756 ecr 2726370681], length 0

18:44:28.371227 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040757 ecr 2726370201], length 59

18:44:28.371247 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040757 ecr 2726370201], length 59

18:44:28.371385 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40828: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370682 ecr 3698040757], length 123

18:44:28.371409 IP amd256.utah.cloudlab.us.40828 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040757 ecr 2726370682], length 0

18:44:28.371409 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40816: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370682 ecr 3698040757], length 123

18:44:28.371434 IP amd256.utah.cloudlab.us.40816 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040757 ecr 2726370682], length 0

18:44:28.372410 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040758 ecr 2726370203], length 59

18:44:28.372459 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040758 ecr 2726370203], length 59

18:44:28.372655 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40840: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370683 ecr 3698040758], length 123

18:44:28.372668 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40860: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370683 ecr 3698040758], length 123

18:44:28.372676 IP amd256.utah.cloudlab.us.40840 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040758 ecr 2726370683], length 0

18:44:28.372689 IP amd256.utah.cloudlab.us.40860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040758 ecr 2726370683], length 0

18:44:28.372821 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040758 ecr 2726370203], length 59

18:44:28.372868 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040758 ecr 2726370203], length 59

18:44:28.373120 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40850: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370684 ecr 3698040758], length 123

18:44:28.373127 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.40866: Flags [P.], seq 124:247, ack 118, win 509, options [nop,nop,TS val 2726370684 ecr 3698040758], length 123

18:44:28.373134 IP amd256.utah.cloudlab.us.40850 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040759 ecr 2726370684], length 0

18:44:28.373150 IP amd256.utah.cloudlab.us.40866 > amd261.utah.cloudlab.us.8000: Flags [.], ack 247, win 502, options [nop,nop,TS val 3698040759 ecr 2726370684], length 0

18:44:28.376542 IP amd256.utah.cloudlab.us.40882 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040762 ecr 2726370207], length 59

18:44:28.376556 IP amd256.utah.cloudlab.us.40892 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040762 ecr 2726370208], length 59

18:44:28.376581 IP amd256.utah.cloudlab.us.40912 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 59:118, ack 124, win 502, options [nop,nop,TS val 3698040762 ecr 2726370208], length 59
